parquet_file,row_idx,source_class,label,valid,width,height,format,mode,file_size,sha256,error,keep
train_1.parquet,2249,2,1,True,320,320,JPEG,RGB,39769,27259c87bc3c623f862fba653549bb060543786b044c4257b47e4a3ca6027da9,,True
train_1.parquet,2250,3,1,True,320,320,JPEG,RGB,29877,00924f62cbb185530cb86f5c5746135a0f246c1c6e45e7516c17a570bd1596b3,,True
train_1.parquet,2251,1,1,True,320,320,JPEG,RGB,29614,4158940da108ab0323088b4829693d5f40f7cda1c37307548386802d17dd2fc8,,True
train_1.parquet,2252,4,1,True,270,270,JPEG,RGB,21850,2fa52199055b330c43e451ac7067f717d144530c6475393e2daac08ab8444a92,,True
train_1.parquet,2253,5,1,True,320,320,JPEG,RGB,41161,c749c9ae0f7904a6fd0f8f34b5615a45037609c3ec4b3692fe0a6101dd67c299,,True
train_1.parquet,2254,4,1,True,270,270,JPEG,RGB,14210,09fc8fea0168627fe20dd2f35cf8990f0d2315e0079b6c55170c3115cbd468b5,,True
train_1.parquet,2255,2,1,True,320,320,JPEG,RGB,23226,8f25a785ce43e941da9abc52dcb194bb3dbae6d53cf0b90c0fdbf0d4cfea0152,,True
train_1.parquet,2256,5,1,True,320,320,JPEG,RGB,28014,840d093854feb82aec4fbc8f0d1da7cc4825ff9c8d576a6dca064fb519c36e3f,,True
train_1.parquet,2257,5,1,True,320,320,JPEG,RGB,29439,2465e08fa48e158952ebbed9a09d52b45d5ec8f96b46074cd6f405040f8407ca,,True
train_1.parquet,2258,3,1,True,320,320,JPEG,RGB,5661,f31ecbd32138de5bdba7d0c9deddccdf5a6c82911daea62c423e9bf2e18494f0,,True
train_1.parquet,2259,5,1,True,320,320,JPEG,RGB,32491,fd4ca5e62c9ef9f120a88f6cce47ceb099748e29e079610605fe88d70db6e00c,,True
train_1.parquet,2260,4,1,True,270,270,JPEG,RGB,26324,fc49ae47d2655a3b4ff2f6c74d0405ca1c110afe46b3e8ed41f998005789992c,,True
train_1.parquet,2261,1,1,True,320,320,JPEG,RGB,33507,513c442a6681b548fef400d558e0dc2daf6287b147fe534c0d669b9cd8c9cd74,,True
train_1.parquet,2262,0,0,True,375,500,JPEG,RGB,35635,c0f37bac7ff7c0259499b0da2d74a072c9250e5c36f134d43b8905b8871e4e0f,,True
train_1.parquet,2263,2,1,True,320,320,JPEG,RGB,25262,9eb26a925bbd745c64a2c634e70d9bd96a108a7639660955c64a2d7f3485cbe9,,True
train_1.parquet,2264,4,1,True,270,270,JPEG,RGB,20374,5559dfb8e48a313c865583eea95323f77359d6091b97c29d3a28020ecdc97e5f,,True
train_1.parquet,2265,2,1,True,320,320,JPEG,RGB,29574,d1c6b30680116aabf60f36c754ceae7f1e6f6c4fedef336f2e1a792d93ac7a3f,,True
train_1.parquet,2266,3,1,True,320,320,JPEG,RGB,25708,fe0cc5e68a8b6b1da90e3125a83d38378a903d3ee038670c5373a635b30ee923,,True
train_1.parquet,2267,2,1,True,320,320,JPEG,RGB,31384,1316744534f0763404a7720947dba719a33c55fbe45c65bff8d96b8d075d7b03,,True
train_1.parquet,2268,0,0,True,640,480,JPEG,RGB,54347,72d64aaf30222739086ae8f47a629887b35a187f5da191bafd022c76bf7bc333,,True
train_1.parquet,2269,3,1,True,320,320,JPEG,RGB,44182,b7ce384954b207aef30462307d309981e4eefc3e70c8bcad12672e8e8a6ef0de,,True
train_1.parquet,2270,3,1,True,320,320,JPEG,RGB,16667,d596b7296e95fe43db3ede4598bba0305faea20c48f2c3d54c27e5de1969bb0d,,True
train_1.parquet,2271,1,1,True,320,320,JPEG,RGB,33032,02ccbdabf454b52230d7f291c683ca1067b9ecf9fb8d8a3c350efee0b4471ab0,,True
train_1.parquet,2272,3,1,True,320,320,JPEG,RGB,21856,426a8f1fbfdfbc36f8e052cc53ac9b8da65f1f5cf6a028444f270d2619bb70cf,,True
train_1.parquet,2273,2,1,True,320,320,JPEG,RGB,37283,3a79410d8d51d52c8b62979f73ee7907c26477c34ef69700a4613335199ce96f,,True
train_1.parquet,2274,3,1,True,320,320,JPEG,RGB,24028,c09b186f6892da728254ec0a69ab6e5957f3ac1451a86ab564794d5a3ea2dcc5,,True
train_1.parquet,2275,1,1,True,320,320,JPEG,RGB,24401,9548e95fe255fe7dcb50ec241d96705911cfebe5d0bbeca1f72c998d60ecf36a,,True
train_1.parquet,2276,3,1,True,320,320,JPEG,RGB,38800,2599f42c657c3cc19d3d9f29198bbb90ca8476c2d26f8f2b69e0c02dd52b1997,,True
train_1.parquet,2277,2,1,True,320,320,JPEG,RGB,23507,41d11c1a140719bf9451a7887bd5c8c48f95c10550910d054f80f838f070ae82,,True
train_1.parquet,2278,1,1,True,320,320,JPEG,RGB,27895,0c17b6f80248f7d9e317df4a21efd6943a30c99af5c86b16cd84fe1ca3c61910,,True
train_1.parquet,2279,3,1,True,320,320,JPEG,RGB,30936,40fa773d1f66ae0def75aa3958c389680051bc57bbf40709486037cb8c181921,,True
train_1.parquet,2280,3,1,True,320,320,JPEG,RGB,37316,c8abfbe4caa8aa6a9d2bd544209932aca7fcc8ebd191b6a4bd3bc638530e5412,,True
train_1.parquet,2281,5,1,True,320,320,JPEG,RGB,24091,e5a83cef9b351fd95ef901139a39efe0b89e96e8431a56ad5d72754080ab1487,,True
train_1.parquet,2282,0,0,True,640,425,JPEG,RGB,86451,40c57f7d99f9c81fc830f4705e3bf1f340fe40b740e8d802dadff34e10f60017,,True
train_1.parquet,2283,2,1,True,320,320,JPEG,RGB,22640,b488ddb3d5a6a30e6061d09d7a02c76d27cc3dc13793e6354a8d86fe2c1df3d0,,True
train_1.parquet,2284,3,1,True,320,320,JPEG,RGB,20735,1a6c4a065b8740bd05d96cdf95a7000610b1930380a8f5b1e3f6a02da0d2dd50,,True
train_1.parquet,2285,0,0,True,480,640,JPEG,RGB,35213,9eae3a5d32520515130de638c35a92000737041007f2354c7ec04c9f77c407aa,,True
train_1.parquet,2286,2,1,True,320,320,JPEG,RGB,27913,43e97bac47f792d39fd7aa4692b6489a4500d78272a68bdb98bc3df8fba5e04c,,True
train_1.parquet,2287,3,1,True,320,320,JPEG,RGB,9680,20205e3f685f9d341f651603615b627a118c30938372fbb13cb4ed83cfc923a9,,True
train_1.parquet,2288,1,1,True,320,320,JPEG,RGB,26045,3733f3d3b54167581f7824a644a62075f156dc1f31f9efc547b3731989d3bfa7,,True
train_1.parquet,2289,0,0,True,640,640,JPEG,RGB,106987,04b1d662ebe3385cb40be5ac6d565b18d5ba4dee5256d05cb97bdaca32b15e0c,,True
train_1.parquet,2290,3,1,True,320,320,JPEG,RGB,39532,84e350118369bf2d5e8ea329bbd9cbfa38939be3766072e63fa96fa067abec6e,,True
train_1.parquet,2291,3,1,True,320,320,JPEG,RGB,33749,5431c9e5ae964ecfb66543e5e1e2957ee7f674f9be76ae766e912fc2c88a4e02,,True
train_1.parquet,2292,0,0,True,640,480,JPEG,RGB,80035,240f5f7e24e210318cbcfa23bf8d5cc1b7a1e9d15fed9119a33ca384222cb9ba,,True
train_1.parquet,2293,3,1,True,320,320,JPEG,RGB,33982,f27b3d7ebf99f4f0da589a643d50547d998c7e3953ea6ec727694f483ccfb545,,True
train_1.parquet,2294,2,1,True,320,320,JPEG,RGB,19070,f646b97fed5f1e3f612e45e6cdf1e663819cb620ce72d9b99cd4598e6e25ba22,,True
train_1.parquet,2295,1,1,True,320,320,JPEG,RGB,49954,691de9be3a62d0e3ddeb65902cc96fac34467d0af595c0ffd0fb7b0b3b51e762,,True
train_1.parquet,2296,2,1,True,320,320,JPEG,RGB,21578,4ea8bee8d42a38074d8f31211ae2a6cec493ad6faa5add4f9731492b0f6fc3b0,,True
train_1.parquet,2297,5,1,True,320,320,JPEG,RGB,22494,a5e34d0cdf75607bf9f1308b766c4c3bc1499a5161c4c6bf407b1f052631f524,,True
train_1.parquet,2298,3,1,True,320,320,JPEG,RGB,27626,983f85dd1b44a314c446c98a387946afc25218a4f90f826c9b9e5eb4b43b8142,,True
train_1.parquet,2299,2,1,True,320,320,JPEG,RGB,23962,19d835e87e32d12fa8abe55ca74f9aa2c51c9303bdd3ba0b7b1e19cdff94ee18,,True
train_1.parquet,2300,4,1,True,270,270,JPEG,RGB,14270,4dcbab62193a7decf9dc08489831dd31c25945b68b28e82ead552a8032b242b8,,True
train_1.parquet,2301,1,1,True,320,320,JPEG,RGB,25669,3e26cdb89e40077f327774d9d218f2224970afb2f48ab6f02427489a5c9fbbbb,,True
train_1.parquet,2302,4,1,True,270,270,JPEG,RGB,18364,e31c232f9f7c2496cc781d2b3e36f8d290cc95ab0cf2e5291eabdef7b2953496,,True
train_1.parquet,2303,3,1,True,320,320,JPEG,RGB,42808,be7d3cf0115cf1a9f2336e4ff6aa8ecc702df99a1adb696ce854a8334b9c4a73,,True
train_1.parquet,2304,2,1,True,320,320,JPEG,RGB,18669,2def1acf9fbb3008885ea4bc1ac63b0677b2a76b47bb7864dbf2e4dc17058c08,,True
train_1.parquet,2305,2,1,True,320,320,JPEG,RGB,29648,568538ae56e9450241c3bddb14dd66a2d02a16857d2fef4afac22b83dffc67c0,,True
train_1.parquet,2306,5,1,True,320,320,JPEG,RGB,13436,f096f4e28adfb8bc64299de18bf08d83bdfce71f888966df03a9a99745e4bf36,,True
train_1.parquet,2307,3,1,True,320,320,JPEG,RGB,28407,6070d6a8f38c07c2ef92fea5f4a3ba9cf4aefd50905d68668c6e0ccd59e7ffa3,,True
train_1.parquet,2308,2,1,True,320,320,JPEG,RGB,31088,352521bb845ae453e5c675a77aeede4af5aa95ceea828214024d7ed4d0853019,,True
train_1.parquet,2309,1,1,True,320,320,JPEG,RGB,16309,f35e42cb819ddcf0d2c1ce19446c8aabb1780f12e7d52dc1a8ea2a56def88d6d,,True
train_1.parquet,2310,2,1,True,320,320,JPEG,RGB,28328,af098df18f49abd59f3d658275548fd39c3e39c8fe63110b92b1b5b60df0c612,,True
train_1.parquet,2311,4,1,True,270,270,JPEG,RGB,20297,237f4b5251579d398df957fa66bef938078aad79328b889a17b98bfbd4a48598,,True
train_1.parquet,2312,1,1,True,320,320,JPEG,RGB,5824,bd546f74ff21aad68c94c06148fb30edf2ce1700cb37ceabd3a4cc1c2e9a9df3,,True
train_1.parquet,2313,4,1,True,270,270,JPEG,RGB,20331,f0e1bba6d61a3a7dee83f65605b8aa52e93ba11113a08df1096ef9d427fa4a60,,True
train_1.parquet,2314,4,1,True,270,270,JPEG,RGB,5025,6768d9ee7cbc47d92d004b94f7d84de533fbbf1db52e0270b9c7255da9d840aa,,True
train_1.parquet,2315,0,0,True,640,480,JPEG,RGB,34498,5180e2b3d496a9e7c02c6444413aa6dacc24e775260ea013560b432368312b12,,True
train_1.parquet,2316,4,1,True,270,270,JPEG,RGB,15093,12ddad630c1d7b5c5510fbeba166839c6437872269ff9bd8f36519e010b1f205,,True
train_1.parquet,2317,3,1,True,320,320,JPEG,RGB,37860,e5fc9488380469f1be2840b4d5abba9f85d3c161246e3c7908740d2ec079c1ad,,True
train_1.parquet,2318,4,1,True,270,270,JPEG,RGB,29091,b0c593eed95512dda1da212a7603b335f9c2e90a51179b697a0ff226dbd6d117,,True
train_1.parquet,2319,0,0,True,640,427,JPEG,RGB,66393,61e2bcc475b72ca2074d315ca8e81676fabd834c897f2fe7c7cdf241504df1a5,,True
train_1.parquet,2320,2,1,True,320,320,JPEG,RGB,36744,a8969886db939d336d1a2c088102dffbb5d7030e91781949d7a26520bce882ad,,True
train_1.parquet,2321,3,1,True,320,320,JPEG,RGB,13869,9f02fdca8d73ada81b2851593b35fe1a0bd96b4d019938debe6d72f0bb699d1f,,True
train_1.parquet,2322,4,1,True,270,270,JPEG,RGB,13780,be36a6b99e977ef26c5be60ee56ad1ab1f2a9699136ae5fe5b58df4da9dbe449,,True
train_1.parquet,2323,0,0,True,640,515,JPEG,RGB,39047,18fd55ffe0cd4b01ea6bb7817b015927995cfa1e5ac892a402e9b9e6febd0c78,,True
train_1.parquet,2324,4,1,True,270,270,JPEG,RGB,16362,e5dd4222efc7bec879dfcc15bbcbdb6f5faafe5f88c43c87a3f9944e79f99eca,,True
train_1.parquet,2325,0,0,True,640,478,JPEG,RGB,79000,ca650f46ed561318b9f2779297f9dada1d6c3938fa9164c2e035ca655876ac2d,,True
train_1.parquet,2326,0,0,True,640,480,JPEG,RGB,36932,02b67690ccf08f11a2efa16fd4b3c72cc1b192653a596c5d4256ba4b7d009a34,,True
train_1.parquet,2327,3,1,True,320,320,JPEG,RGB,21457,569fc49435cfd925cbea9428a04ef38a65fc1e143d25d3dbb4bb45912001678d,,True
train_1.parquet,2328,4,1,True,270,270,JPEG,RGB,20063,873aa6f2096c3d6126be439fe8c1fe6f85307a2bf77340bff95970e1a8418817,,True
train_1.parquet,2329,0,0,True,640,427,JPEG,RGB,35993,0f08e7de8028bb9ba39b28a80b2a6fcec9641d373226d54f1085757028a6dfee,,True
train_1.parquet,2330,2,1,True,320,320,JPEG,RGB,28913,6d1c2b3257d3c4a727f43a05062a28b2036f542d34274f6fb34ae64a3912bb7a,,True
train_1.parquet,2331,4,1,True,270,270,JPEG,RGB,21158,e8a70f622dbf81370e243c3719a58f00c791e266057652a04bd232c39d582cb0,,True
train_1.parquet,2332,1,1,True,320,320,JPEG,RGB,34008,e9dc83e950333cf0683ce2a14ccd11d56980fec837600bd35b7743acfe03238c,,True
train_1.parquet,2333,5,1,True,320,320,JPEG,RGB,17520,0d52ff437f89dcb97ac3f203cc496a6d5e14900dffb8ed6e1610c02217700d38,,True
train_1.parquet,2334,2,1,True,320,320,JPEG,RGB,28632,a0b4f7000c0e3ee086a337a9367a5fffd1218b5ee0e55112ab577fcd809864dd,,True
train_1.parquet,2335,2,1,True,320,320,JPEG,RGB,32189,3077b44b1a9d43d37aa9db62cc71ab53a388b764421935b5740d4a287264ccc9,,True
train_1.parquet,2336,1,1,True,320,320,JPEG,RGB,44115,45d5e2f5f25308147245aa71f627f29ac843809be4371c6be4507383c43b34f6,,True
train_1.parquet,2337,3,1,True,320,320,JPEG,RGB,18909,26147cf830d7faf6f40ed3f3c3b70af55eb7843a1c3a02eeeb1dc61c66c53fe5,,True
train_1.parquet,2338,4,1,True,270,270,JPEG,RGB,22301,5054a099e94852815c8915e1c802ac68863b63ff77539c23939f18537ae5941e,,True
train_1.parquet,2339,0,0,True,500,358,JPEG,RGB,7852,2132db59567e4197a0db6df00bdc3cd785cc344bee7ad9694cb1f3400a6d430d,,True
train_1.parquet,2340,0,0,True,640,425,JPEG,RGB,85330,3a70cc04bd2498f4a099ba3750f931f1897961267081832bc35084de48440d21,,True
train_1.parquet,2341,2,1,True,320,320,JPEG,RGB,17950,21c5d70e9af79b5e8a42f9fe2dbb4ab191af6397127ec0150f0bf6a46a33d33a,,True
train_1.parquet,2342,4,1,True,270,270,JPEG,RGB,5372,67f856f32a17c65292bc770bbc5966265354c421a9fd63d7b07db29c203fdf10,,True
train_1.parquet,2343,5,1,True,320,320,JPEG,RGB,31347,30a40395f6d1416952f76bbe662d6a1ef5d1b6a613463b798956b1be0d507d57,,True
train_1.parquet,2344,1,1,True,320,320,JPEG,RGB,28947,222c4e4edc596d410c6f10ec8d7475c4a7827f85456a42cc293d4fbe4af1839c,,True
train_1.parquet,2345,2,1,True,320,320,JPEG,RGB,22891,60f1783ee9d4dd6236d0973755041eb9c3afc878ca8b57bc81e98850d8035cae,,True
train_1.parquet,2346,3,1,True,320,320,JPEG,RGB,49379,2217487bd1d896b45748db3a0ff28928f351616746086462952a22fac800a945,,True
train_1.parquet,2347,4,1,True,270,270,JPEG,RGB,17757,8251e350ba4701711a49a293ea8092b035e04c1d840752370498dacf2e30aa68,,True
train_1.parquet,2348,5,1,True,320,320,JPEG,RGB,30031,adc393c34f567f6380bbd196ce26ce0ab6cda5ae298e1266f5a7c94ba41263fb,,True
train_1.parquet,2349,1,1,True,320,320,JPEG,RGB,52124,55884f26ea0d05ce0a98348413f5d10fc3587718306dfbadea24809d024f09a1,,True
train_1.parquet,2350,1,1,True,320,320,JPEG,RGB,21899,53d75126fce54edbb7af56b39020a319391987f88e122d25e4c1f1e546ad73d6,,True
train_1.parquet,2351,3,1,True,320,320,JPEG,RGB,23743,6a851867dfa15c9979e35a44e4baf4de820f37800cb4f919585c4fbdf5f0a2b7,,True
train_1.parquet,2352,3,1,True,320,320,JPEG,RGB,57291,7fa91aeff6f11ae0f9798fff417e93fee23374af4712e31401a3beafe2cfdc98,,True
train_1.parquet,2353,1,1,True,320,320,JPEG,RGB,29440,904fb0de47b6da54a2082181e8c76c94dbde6c6dc90a3888620e602860bc6754,,True
train_1.parquet,2354,2,1,True,320,320,JPEG,RGB,18555,47b102848e4cb627382d27bff6cb5e3dfaf0f46af40b0d5509c78a0ae5cc73f8,,True
train_1.parquet,2355,0,0,True,450,600,JPEG,RGB,44392,fa32f8702c43b21b105e295d92e98db8a289b8069027a7b25e490ba160098c76,,True
train_1.parquet,2356,0,0,True,453,640,JPEG,RGB,12418,7d33de90c359ef1ff6efdfda53feaf1ac2068faed5d37afc77afb4eaee886078,,True
train_1.parquet,2357,1,1,True,320,320,JPEG,RGB,40043,79fa8a4fe1a58cac79a232209f306690cee611494d8f8dd19e28df31ca102550,,True
train_1.parquet,2358,0,0,True,640,480,JPEG,RGB,53340,8fd2f6228febffbf5187f4cd784b5359de83e2b09b15e5b0204f829c2445daf9,,True
train_1.parquet,2359,5,1,True,320,320,JPEG,RGB,36647,e84421b226267c9ff860e4a6f2f95da47340e6f9b29280d2e782b808ddd36add,,True
train_1.parquet,2360,1,1,True,320,320,JPEG,RGB,32327,35d9ad46fab4c513fd6d2290f8ffac96f6886009a38dff4097bf09dc8989c178,,True
train_1.parquet,2361,1,1,True,320,320,JPEG,RGB,41895,499a4d77738859c03b49731bfe48c51eefb694161326e13b2f184450a1c03b9c,,True
train_1.parquet,2362,5,1,True,320,320,JPEG,RGB,31918,843de0647fd01ad3cc43048676aa941f1368cb8ab0363da7f2acdfe30323cada,,True
train_1.parquet,2363,2,1,True,320,320,JPEG,RGB,17173,c6e2ff5239b1679324e7e97acf88cc8af57f81415b2bb193ed20d5d8aa90553f,,True
train_1.parquet,2364,3,1,True,320,320,JPEG,RGB,18127,16f7d677b7c727b26777573898fbf5fd79068e980e86b6623688e57d3dde686b,,True
train_1.parquet,2365,1,1,True,320,320,JPEG,RGB,30652,f8775f44626b1be621e5c830ad8a193c446d921a1b50dd83cb8aae3ee768b858,,True
train_1.parquet,2366,3,1,True,320,320,JPEG,RGB,5457,c3336d9b721728f578ba0052abc1ee69c763c29d6bf8a1ecca57746750d68cfd,,True
train_1.parquet,2367,3,1,True,320,320,JPEG,RGB,35950,9856e4593333db622f4cd40ea86b17bf18db72b84688dd29423bc885ce90df7f,,True
train_1.parquet,2368,5,1,True,320,320,JPEG,RGB,29114,576cbf2dad6e523d4ca3eed9d1d9c7cb210d2b184fdecd516f33bcb8dbbaf907,,True
train_1.parquet,2369,0,0,True,376,500,JPEG,RGB,56170,24612b1b6a429a80b9e80995fabd9f3dc754a782fdb6b3b09b45e2dac26209b7,,True
train_1.parquet,2370,5,1,True,320,320,JPEG,RGB,26975,b78f880af5a8c3b0206785182ddd5f2795c0d282eaec5743eeddbcc40baea575,,True
train_1.parquet,2371,2,1,True,320,320,JPEG,RGB,33937,863e24812e5fc4fbf946447186e8c8d452ef458208440ab41410fbbd526a19f0,,True
train_1.parquet,2372,1,1,True,320,320,JPEG,RGB,33011,84d83530f1cdbef8cadec2d1e74f252c443777d2edfdfe631aaaaf2a9a3b7483,,True
train_1.parquet,2373,4,1,True,270,270,JPEG,RGB,19425,91fe45590d641ac3628b8b71a9bdbd6444a772a388227e027e83ceec47cc5a43,,True
train_1.parquet,2374,3,1,True,320,320,JPEG,RGB,47262,8c939dd0460f50a5f782037da31f20cdd7323a63d910ec695a25d9866f8b60d7,,True
train_1.parquet,2375,1,1,True,320,320,JPEG,RGB,19171,e37ab1821a148b13cf3c3e2e1cdea3ac216ff66ea84676eb536433868e24ec23,,True
train_1.parquet,2376,0,0,True,640,480,JPEG,RGB,48874,55e03abdb8a32e3ffa121c95b8824d76df2330e582963f99d9220fc9560a64fb,,True
train_1.parquet,2377,0,0,True,612,612,JPEG,RGB,82272,a5bcaa5876c37eaea6ea17cc60d75e67600467614e41902f723786d463e3ad66,,True
train_1.parquet,2378,3,1,True,320,320,JPEG,RGB,38313,b7f4a612faee1f779788ef4d3a8c5050fa159fdeee9d6b243ae595096c2d2c8c,,True
train_1.parquet,2379,4,1,True,270,270,JPEG,RGB,20517,91fea2c3a529fc89a30ccc67e125a11f2c6e11d82036c6fa0c2fbb8a68f0987e,,True
train_1.parquet,2380,3,1,True,320,320,JPEG,RGB,38453,05970af10e9fd1c159867f6504557638d7fd48edb009db19acecf365aedcf99b,,True
train_1.parquet,2381,0,0,True,640,480,JPEG,RGB,43318,71bd87b236463b237735ea167a7ef8494ca6a3a38d8ae5e0ca941ecbf2612b3c,,True
train_1.parquet,2382,2,1,True,320,320,JPEG,RGB,20141,fcffbb61e2f93a26ca6cc300e9b7cb6c435eae07535fd7eceaa0c0f1f2b1b8b9,,True
train_1.parquet,2383,1,1,True,320,320,JPEG,RGB,22000,3cff87425d52a0dab603097b7044bd8cb9f69a6e2f0d2f883163d555e1b7859b,,True
train_1.parquet,2384,2,1,True,320,320,JPEG,RGB,14057,2fcde9e9cbb2f80fa38ac482ab04032b0b57fdd1ba56c08a3a82864e05ef09f4,,True
train_1.parquet,2385,4,1,True,270,270,JPEG,RGB,18077,f8849a108f52e903302a6072962b705d8133f0a8ca647a75274e9980326d8e1e,,True
train_1.parquet,2386,4,1,True,270,270,JPEG,RGB,22642,a8e1a956462020c9351f2a512c3a0cee4fc63891513ffe8684814c7e42044fef,,True
train_1.parquet,2387,3,1,True,320,320,JPEG,RGB,24134,d0d705a1e1fc05eb7d7dac4634878fcf68cc67d6b598f2685710f3e186bd4ad2,,True
train_1.parquet,2388,1,1,True,320,320,JPEG,RGB,38405,926d0bb95587a4054de40d72be28f6c17a71a473eca95d6c664f7220e79b367e,,True
train_1.parquet,2389,2,1,True,320,320,JPEG,RGB,15852,d032fa2619c13ae1c10d1ed4cda2ab17165545308b4eda1f50c9651e2e369c44,,True
train_1.parquet,2390,3,1,True,320,320,JPEG,RGB,32581,5ff04207e34f7c3f0e6ddc2739aa662dd358abbdda22d865f55244fa83721d5a,,True
train_1.parquet,2391,2,1,True,320,320,JPEG,RGB,35673,e0552effa8405fb72922f0e229069dae3241daa0f92d0825cf74dddf6143a79e,,True
train_1.parquet,2392,1,1,True,320,320,JPEG,RGB,17966,4474017392346fc5714b230fe0e8d423a393308097d1efc972bf8ab08aac5c5c,,True
train_1.parquet,2393,2,1,True,320,320,JPEG,RGB,34067,790667ab3339bbdf947a2df53c0417a3fc861b06b77ad53ef38dfc8f6443a505,,True
train_1.parquet,2394,1,1,True,320,320,JPEG,RGB,38315,021887b9f153ac4413c2ec03db3ae76f1a4c74210677a9e6f464b784902739c4,,True
train_1.parquet,2395,1,1,True,320,320,JPEG,RGB,45257,e095b74940a54a63ff9412ef994e83e88c973fca8dc49b03578d1a3a247dc3a9,,True
train_1.parquet,2396,1,1,True,320,320,JPEG,RGB,28385,4c1b1db22d770621b8c5fc0bc9bdd57e0092a9b217f02c769d996b29c8162a72,,True
train_1.parquet,2397,0,0,True,640,409,JPEG,RGB,60137,fb15fb41caa7246edeee0cf21a520748fccb80fb7b26d0aefe0f212501f0b0a5,,True
train_1.parquet,2398,4,1,True,270,270,JPEG,RGB,19274,bb4a1b9f8111b994de1d6e64269fcc849a356f54da9e264a6574df4f2d2a0a77,,True
train_1.parquet,2399,5,1,True,320,320,JPEG,RGB,23623,4c0b62a389cb4c6ee07c0fc5f9a19aa4e03c7b77616128fcf39130b21b06eacf,,True
train_1.parquet,2400,3,1,True,320,320,JPEG,RGB,21491,fc88702628912f8203d582b6fbf62dca0c4729a9b7afe25d68f4b695050b4141,,True
train_1.parquet,2401,2,1,True,320,320,JPEG,RGB,24430,02dc1845c475e03133819c2434890af364f86b9045deb2ca58ef3f2f126ed2d3,,True
train_1.parquet,2402,1,1,True,320,320,JPEG,RGB,20260,61b3b5966c7e452d4d84969508815827135e2940854ee3e57d374a8bdd11d80e,,True
train_1.parquet,2403,5,1,True,320,320,JPEG,RGB,20288,0ba35bc696e2534da9014cba3b64bc9bda0d5c6a22979a9350f669e931b3b5e1,,True
train_1.parquet,2404,0,0,True,427,640,JPEG,RGB,36162,2b9d49e1216fb40f196e1a28700e6469de4fe5f5915f740ab89e5907508e9111,,True
train_1.parquet,2405,0,0,True,500,375,JPEG,RGB,34486,a968bc57d3f9176f5144822a42e9b223fe64dce42c221ab3c7311e6696b07704,,True
train_1.parquet,2406,0,0,True,640,480,JPEG,RGB,46637,e014896154fe3a7c04b3bd65af47b59cde40f0d469256c0b9f6e63b2dd507548,,True
train_1.parquet,2407,1,1,True,320,320,JPEG,RGB,43115,64526fc590480ed46478d421a0ab735a7c6452e53ab756e99bd4e82f1a512f32,,True
train_1.parquet,2408,5,1,True,320,320,JPEG,RGB,10174,c825c85a33e379748ccd4840f67e445f9609ef848fc9a70d71201bc5a1d16df2,,True
train_1.parquet,2409,5,1,True,320,320,JPEG,RGB,36106,4c54cd02c31ddcdf136ba424534fecff256b5d73f35c9466b5a8e40a50e66842,,True
train_1.parquet,2410,2,1,True,320,320,JPEG,RGB,24785,fc34fcef716c8d0d05e740d3218c521a2576b09be51920307cb1d4d99ba21372,,True
train_1.parquet,2411,3,1,True,320,320,JPEG,RGB,32219,8c69d3d4541623dd6d5d3c5ece5d6836cb0c288a5a0eebdb73edf3a1c92287a7,,True
train_1.parquet,2412,5,1,True,320,320,JPEG,RGB,25844,3581e906f84a27c5a0524b50421384cf2bb490aed2da4b466fe6e35bdcc64b3d,,True
train_1.parquet,2413,2,1,True,320,320,JPEG,RGB,29448,7bd55658bbb566e5dbb7ecf85e7b4f24132afe07d2ddae28298aa0242b7b1459,,True
train_1.parquet,2414,0,0,True,640,497,JPEG,RGB,62966,97e10c3025f60e7ac341afd1d9573ada70867a8b12f02d1deb1a6a5ad24a25c7,,True
train_1.parquet,2415,1,1,True,320,320,JPEG,RGB,26020,178ddb47aedd772ca996fd66585208e6d4c835111217d4398a1830b69f32c159,,True
train_1.parquet,2416,0,0,True,640,425,JPEG,RGB,61386,bb99eca54bcfcd5e6f988fad4ab91ee0058f73ac2dc6a38c1add55b316b0a188,,True
train_1.parquet,2417,1,1,True,320,320,JPEG,RGB,45920,d11853037b89d20ccf9f1c56985039510be6b5373d07bf2726d6ea9dc622d56e,,True
train_1.parquet,2418,5,1,True,320,320,JPEG,RGB,20186,c7931ea2c1550e8278dfbc39d2672c17377bc084a1c5e9d80c77ad5cbde1c930,,True
train_1.parquet,2419,2,1,True,320,320,JPEG,RGB,34554,ce841d3fa6bf28bdb6928d954ac14bdaa77c1ea5791e19f7df0e8490bac5084a,,True
train_1.parquet,2420,0,0,True,640,425,JPEG,RGB,59109,133e0e383ba9e2cae31339c6fc97fd887f8f7356f1474367218fd62015950611,,True
train_1.parquet,2421,4,1,True,270,270,JPEG,RGB,15837,3cad5067cfca1049a4ff859ab0ce0197f3f98e5498103415569054ff381b036f,,True
train_1.parquet,2422,2,1,True,320,320,JPEG,RGB,22013,f46275426fe1c52330206881d046e5321a064c3655b52660b2bc5955242bd900,,True
train_1.parquet,2423,4,1,True,270,270,JPEG,RGB,15870,1c4ab45b109220590093fb5903fb7ebaf1bed1a36856fc8f0a8503533f1cf98b,,True
train_1.parquet,2424,3,1,True,320,320,JPEG,RGB,48549,c31627d1c574e43e218d781168195ffeb0d2f823c609a2bc8e10e457e69b6436,,True
